task_name,processing_time,samples_drawn,input_tokens,output_tokens,temperature
662c240a,11.62,10,917,9912,0.1
662c240a,10.93,10,917,12249,0.3
662c240a,10.83,10,917,11641,0.5
662c240a,8.66,10,917,8806,0.7
662c240a,17.52,10,917,11631,0.9
4258a5f9,9.32,10,1429,10997,0.1
4258a5f9,10.09,10,1429,8432,0.3
4258a5f9,9.3,10,1429,12805,0.5
4258a5f9,9.96,10,1429,11911,0.7
4258a5f9,15.55,10,1429,13549,0.9
5c2c9af4,20.09,10,9993,23133,0.1
5c2c9af4,19.18,10,9993,22016,0.3
5c2c9af4,26.42,10,9993,17796,0.5
5c2c9af4,26.82,10,9993,19378,0.7
5c2c9af4,19.68,10,9993,20060,0.9
6d75e8bb,17.58,10,2079,21743,0.1
6d75e8bb,17.36,10,2079,17975,0.3
6d75e8bb,16.6,10,2079,14028,0.5
6d75e8bb,21.82,10,2079,14811,0.7
6d75e8bb,22.83,10,2079,20651,0.9
e50d258f,13.75,10,1530,20843,0.1
e50d258f,17.53,10,1530,13612,0.3
e50d258f,15.72,10,1530,16145,0.5
e50d258f,11.14,10,1530,15010,0.7
e50d258f,12.65,10,1530,13552,0.9
ce22a75a,9.33,10,1429,10876,0.1
ce22a75a,11.7,10,1429,12031,0.3
ce22a75a,10.7,10,1429,12590,0.5
ce22a75a,9.03,10,1429,11150,0.7
ce22a75a,11.44,10,1429,13379,0.9
caa06a1f,17.44,10,1797,18608,0.1
caa06a1f,18.36,10,1797,19644,0.3
caa06a1f,17.72,10,1797,18873,0.5
caa06a1f,12.65,10,1797,13469,0.7
caa06a1f,12.05,10,1797,12791,0.9
05f2a901,9.2,10,2427,11108,0.1
05f2a901,19.01,10,2427,12655,0.3
05f2a901,16.3,10,2427,15871,0.5
05f2a901,14.83,10,2427,10909,0.7
05f2a901,17.57,10,2427,18434,0.9
d8c310e9,10.77,10,1821,10711,0.1
d8c310e9,10.38,10,1821,10771,0.3
d8c310e9,18.21,10,1821,19605,0.5
d8c310e9,16.45,10,1821,15287,0.7
d8c310e9,17.66,10,1821,19043,0.9
cce03e0d,13.77,10,1281,13850,0.1
cce03e0d,18.11,10,1281,12411,0.3
cce03e0d,15.97,10,1281,15467,0.5
cce03e0d,15.74,10,1281,15526,0.7
cce03e0d,17.68,10,1281,18770,0.9
c909285e,19.67,10,7020,13372,0.1
c909285e,18.2,10,7020,17530,0.3
c909285e,12.22,10,7020,12896,0.5
c909285e,18.63,10,7020,16722,0.7
c909285e,14.44,10,7020,14936,0.9
22168020,13.68,10,2271,10512,0.1
22168020,14.97,10,2271,11937,0.3
22168020,18.76,10,2271,18032,0.5
22168020,14.65,10,2271,11332,0.7
22168020,16.04,10,2271,17862,0.9
feca6190,17.29,10,2374,16970,0.1
feca6190,17.11,10,2374,18592,0.3
feca6190,17.28,10,2374,14473,0.5
feca6190,17.75,10,2374,17103,0.7
feca6190,16.84,10,2374,16088,0.9
8e1813be,14.86,10,2256,12166,0.1
8e1813be,13.21,10,2256,13338,0.3
8e1813be,12.97,10,2256,12582,0.5
8e1813be,12.83,10,2256,12778,0.7
8e1813be,14.48,10,2256,10973,0.9
3befdf3e,15.57,10,2271,11675,0.1
3befdf3e,14.86,10,2271,10960,0.3
3befdf3e,17.62,10,2271,17795,0.5
3befdf3e,15.87,10,2271,13087,0.7
3befdf3e,20.06,10,2271,21783,0.9
e21d9049,17.83,10,2509,20819,0.1
e21d9049,19.05,10,2509,21028,0.3
e21d9049,17.71,10,2509,19807,0.5
e21d9049,17.72,10,2509,12052,0.7
e21d9049,9.42,10,2509,8835,0.9
6e02f1e3,10.32,10,769,10014,0.1
6e02f1e3,8.16,10,769,10791,0.3
6e02f1e3,7.82,10,769,11009,0.5
6e02f1e3,8.81,10,769,10640,0.7
6e02f1e3,10.72,10,769,9744,0.9
ce602527,17.58,10,4268,16846,0.1
ce602527,17.93,10,4268,14791,0.3
ce602527,17.59,10,4268,13524,0.5
ce602527,18.22,10,4268,16027,0.7
ce602527,17.97,10,4268,16446,0.9
c444b776,4.82,10,3649,5540,0.1
c444b776,13.24,10,3649,8993,0.3
c444b776,17.22,10,3649,10981,0.5
c444b776,17.64,10,3649,13900,0.7
c444b776,17.63,10,3649,11729,0.9
aba27056,10.65,10,1467,15910,0.1
aba27056,16.31,10,1467,14987,0.3
aba27056,17.54,10,1467,19680,0.5
aba27056,16.25,10,1467,14760,0.7
aba27056,16.79,10,1467,14572,0.9
2dc579da,9.2,10,1170,9570,0.1
2dc579da,17.18,10,1170,10913,0.3
2dc579da,12.62,10,1170,10717,0.5
2dc579da,12.43,10,1170,11416,0.7
2dc579da,12.65,10,1170,12616,0.9
2013d3e2,12.41,10,1111,15692,0.1
2013d3e2,13.39,10,1111,13580,0.3
2013d3e2,13.01,10,1111,12289,0.5
2013d3e2,8.63,10,1111,12285,0.7
2013d3e2,10.3,10,1111,11137,0.9
62c24649,11.63,10,876,13829,0.1
62c24649,12.08,10,876,14628,0.3
62c24649,9.63,10,876,11602,0.5
62c24649,12.29,10,876,13992,0.7
62c24649,11.57,10,876,11550,0.9
1fad071e,14.06,10,1245,11513,0.1
1fad071e,14.46,10,1245,14430,0.3
1fad071e,10.32,10,1245,11675,0.5
1fad071e,14.03,10,1245,15619,0.7
1fad071e,15.26,10,1245,13802,0.9
a8c38be5,10.66,10,2203,10470,0.1
a8c38be5,18.37,10,2203,25916,0.3
a8c38be5,13.69,10,2203,11567,0.5
a8c38be5,18.54,10,2203,26832,0.7
a8c38be5,17.26,10,2203,15717,0.9
2281f1f4,13.86,10,2271,11731,0.1
2281f1f4,17.73,10,2271,19033,0.3
2281f1f4,17.31,10,2271,16127,0.5
2281f1f4,14.53,10,2271,15063,0.7
2281f1f4,17.63,10,2271,21195,0.9
f25ffba3,7.68,10,937,10851,0.1
f25ffba3,10.57,10,937,11515,0.3
f25ffba3,11.47,10,937,11390,0.5
f25ffba3,10.85,10,937,12010,0.7
f25ffba3,9.52,10,937,10246,0.9
dc1df850,12.7,10,1125,13339,0.1
dc1df850,12.0,10,1125,13440,0.3
dc1df850,12.39,10,1125,12946,0.5
dc1df850,9.52,10,1125,10894,0.7
dc1df850,17.4,10,1125,14432,0.9
b7249182,17.39,10,3171,11084,0.1
b7249182,17.55,10,3171,17183,0.3
b7249182,18.42,10,3171,11012,0.5
b7249182,19.35,10,3171,15235,0.7
b7249182,17.51,10,3171,14724,0.9
f9012d9b,7.83,10,768,10459,0.1
f9012d9b,8.11,10,768,9445,0.3
f9012d9b,8.29,10,768,10917,0.5
f9012d9b,9.11,10,768,10604,0.7
f9012d9b,9.42,10,768,11094,0.9
321b1fc6,17.15,10,1657,14113,0.1
321b1fc6,12.8,10,1657,16893,0.3
321b1fc6,17.51,10,1657,18355,0.5
321b1fc6,14.75,10,1657,16697,0.7
321b1fc6,13.0,10,1657,16352,0.9
0520fde7,9.35,10,741,9645,0.1
0520fde7,13.07,10,741,10565,0.3
0520fde7,8.51,10,741,10363,0.5
0520fde7,10.54,10,741,8998,0.7
0520fde7,7.72,10,741,10019,0.9
80af3007,17.98,10,3792,23413,0.1
80af3007,17.59,10,3792,19882,0.3
80af3007,18.11,10,3792,24790,0.5
80af3007,17.47,10,3792,13934,0.7
80af3007,18.16,10,3792,22309,0.9
47c1f68c,17.4,10,1824,20213,0.1
47c1f68c,12.48,10,1824,11644,0.3
47c1f68c,17.47,10,1824,16301,0.5
47c1f68c,18.06,10,1824,19886,0.7
47c1f68c,18.01,10,1824,15382,0.9
d89b689b,15.03,10,2271,15590,0.1
d89b689b,16.38,10,2271,18433,0.3
d89b689b,17.81,10,2271,21666,0.5
d89b689b,18.23,10,2271,24596,0.7
d89b689b,17.39,10,2271,18676,0.9
d5d6de2d,18.29,10,3021,25871,0.1
d5d6de2d,17.2,10,3021,14659,0.3
d5d6de2d,17.61,10,3021,13075,0.5
d5d6de2d,18.43,10,3021,25503,0.7
d5d6de2d,17.72,10,3021,23064,0.9
50846271,18.15,10,8369,11192,0.1
50846271,18.74,10,8369,22665,0.3
50846271,18.94,10,8369,18698,0.5
50846271,11.62,10,8369,9842,0.7
50846271,19.09,10,8369,19165,0.9
c1d99e64,17.46,10,4377,15703,0.1
c1d99e64,17.31,10,4377,14370,0.3
c1d99e64,18.84,10,4377,14424,0.5
c1d99e64,18.59,10,4377,18144,0.7
c1d99e64,17.82,10,4377,17565,0.9
137eaa0f,17.62,10,1641,16678,0.1
137eaa0f,17.62,10,1641,23090,0.3
137eaa0f,17.81,10,1641,22825,0.5
137eaa0f,17.99,10,1641,22485,0.7
137eaa0f,18.68,10,1641,22585,0.9
d23f8c26,6.14,10,825,8947,0.1
d23f8c26,10.94,10,825,12062,0.3
d23f8c26,10.78,10,825,10869,0.5
d23f8c26,12.56,10,825,12224,0.7
d23f8c26,11.12,10,825,14352,0.9
8d510a79,11.11,10,1657,9233,0.1
8d510a79,12.39,10,1657,12317,0.3
8d510a79,11.57,10,1657,12227,0.5
8d510a79,13.08,10,1657,13767,0.7
8d510a79,11.9,10,1657,14286,0.9
de1cd16c,10.82,10,3608,11193,0.1
de1cd16c,14.74,10,3608,12483,0.3
de1cd16c,17.31,10,3608,13535,0.5
de1cd16c,18.43,10,3608,12677,0.7
de1cd16c,18.33,10,3608,12640,0.9
88a62173,8.54,10,732,9825,0.1
88a62173,9.11,10,732,10601,0.3
88a62173,17.42,10,732,15216,0.5
88a62173,9.67,10,732,10513,0.7
88a62173,11.12,10,732,11556,0.9
8403a5d5,17.1,10,2271,14986,0.1
8403a5d5,17.88,10,2271,20301,0.3
8403a5d5,15.19,10,2271,12342,0.5
8403a5d5,16.38,10,2271,15544,0.7
8403a5d5,18.12,10,2271,20053,0.9
82819916,18.0,10,2309,24265,0.1
82819916,15.57,10,2309,16883,0.3
82819916,17.5,10,2309,21561,0.5
82819916,18.14,10,2309,21289,0.7
82819916,17.31,10,2309,13977,0.9
469497ad,17.73,10,2871,12368,0.1
469497ad,17.41,10,2871,16754,0.3
469497ad,17.92,10,2871,16027,0.5
469497ad,18.53,10,2871,24205,0.7
469497ad,21.71,10,2871,16979,0.9
a61f2674,10.77,10,1429,9707,0.1
a61f2674,12.06,10,1429,12197,0.3
a61f2674,9.32,10,1429,8353,0.5
a61f2674,15.67,10,1429,12736,0.7
a61f2674,18.32,10,1429,15232,0.9
3bdb4ada,7.1,10,2857,8429,0.1
3bdb4ada,16.38,10,2857,12350,0.3
3bdb4ada,18.12,10,2857,24799,0.5
3bdb4ada,19.76,10,2857,14535,0.7
3bdb4ada,17.61,10,2857,15295,0.9
a5313dff,14.66,10,2103,15912,0.1
a5313dff,13.85,10,2103,15779,0.3
a5313dff,17.84,10,2103,22598,0.5
a5313dff,18.05,10,2103,18640,0.7
a5313dff,17.31,10,2103,17143,0.9
496994bd,5.84,10,937,6066,0.1
496994bd,6.66,10,937,8131,0.3
496994bd,6.07,10,937,7424,0.5
496994bd,9.21,10,937,9339,0.7
496994bd,8.19,10,937,7752,0.9
bdad9b1f,8.44,10,889,10257,0.1
bdad9b1f,13.26,10,889,13030,0.3
bdad9b1f,7.99,10,889,9618,0.5
bdad9b1f,11.53,10,889,12407,0.7
bdad9b1f,9.55,10,889,11338,0.9
bd4472b8,8.87,10,927,10811,0.1
bd4472b8,8.19,10,927,8964,0.3
bd4472b8,7.07,10,927,8955,0.5
bd4472b8,8.5,10,927,9686,0.7
bd4472b8,9.01,10,927,10710,0.9
0a938d79,17.84,10,5291,17645,0.1
0a938d79,21.55,10,5291,12847,0.3
0a938d79,17.98,10,5291,17179,0.5
0a938d79,18.02,10,5291,13210,0.7
0a938d79,24.88,10,5291,15395,0.9
253bf280,17.84,10,4141,17473,0.1
253bf280,17.83,10,4141,18837,0.3
253bf280,17.82,10,4141,18958,0.5
253bf280,18.12,10,4141,16710,0.7
253bf280,18.5,10,4141,24693,0.9
be94b721,17.12,10,1412,12931,0.1
be94b721,10.46,10,1412,11414,0.3
be94b721,12.48,10,1412,11749,0.5
be94b721,11.42,10,1412,11394,0.7
be94b721,17.36,10,1412,15977,0.9
c3f564a4,18.14,10,5079,20786,0.1
c3f564a4,18.23,10,5079,20441,0.3
c3f564a4,18.04,10,5079,19796,0.5
c3f564a4,18.17,10,5079,17351,0.7
c3f564a4,17.85,10,5079,20657,0.9
4093f84a,17.25,10,3999,10771,0.1
4093f84a,18.43,10,3999,20796,0.3
4093f84a,18.33,10,3999,25937,0.5
4093f84a,18.02,10,3999,17750,0.7
4093f84a,17.52,10,3999,13975,0.9
2204b7a8,18.29,10,2271,25051,0.1
2204b7a8,15.26,10,2271,16434,0.3
2204b7a8,17.51,10,2271,15508,0.5
2204b7a8,16.18,10,2271,12420,0.7
2204b7a8,16.59,10,2271,17857,0.9
3aa6fb7a,11.84,10,1045,8912,0.1
3aa6fb7a,10.44,10,1045,12232,0.3
3aa6fb7a,13.92,10,1045,11257,0.5
3aa6fb7a,10.66,10,1045,13489,0.7
3aa6fb7a,11.37,10,1045,11422,0.9
3de23699,17.58,10,2324,19627,0.1
3de23699,17.51,10,2324,17551,0.3
3de23699,17.41,10,2324,14640,0.5
3de23699,17.62,10,2324,15846,0.7
3de23699,16.78,10,2324,13191,0.9
0d3d703e,18.4,10,701,10658,0.1
0d3d703e,17.0,10,701,14625,0.3
0d3d703e,17.09,10,701,14329,0.5
0d3d703e,8.6,10,701,9232,0.7
0d3d703e,17.42,10,701,12165,0.9
8efcae92,18.28,10,4659,16400,0.1
8efcae92,17.49,10,4659,12567,0.3
8efcae92,18.04,10,4659,15521,0.5
8efcae92,17.92,10,4659,17980,0.7
8efcae92,18.0,10,4659,16284,0.9
a9f96cdd,9.05,10,845,11302,0.1
a9f96cdd,10.14,10,845,13090,0.3
a9f96cdd,11.47,10,845,11077,0.5
a9f96cdd,13.41,10,845,10442,0.7
a9f96cdd,8.91,10,845,11174,0.9
7fe24cdd,12.67,10,876,14359,0.1
7fe24cdd,11.57,10,876,13712,0.3
7fe24cdd,8.91,10,876,11076,0.5
7fe24cdd,17.59,10,876,13954,0.7
7fe24cdd,12.8,10,876,15077,0.9
780d0b14,17.65,10,4080,13251,0.1
780d0b14,10.41,10,4080,11112,0.3
780d0b14,17.58,10,4080,16335,0.5
780d0b14,17.93,10,4080,11752,0.7
780d0b14,17.6,10,4080,10757,0.9
1c786137,17.8,10,3891,15615,0.1
1c786137,13.2,10,3891,12779,0.3
1c786137,17.76,10,3891,16062,0.5
1c786137,16.21,10,3891,12495,0.7
1c786137,17.77,10,3891,11248,0.9
1f85a75f,18.05,10,5929,12112,0.1
1f85a75f,13.14,10,5929,10875,0.3
1f85a75f,11.69,10,5929,9788,0.5
1f85a75f,8.36,10,5929,9456,0.7
1f85a75f,18.01,10,5929,12082,0.9
5bd6f4ac,17.82,10,1565,19718,0.1
5bd6f4ac,17.66,10,1565,21573,0.3
5bd6f4ac,16.13,10,1565,22579,0.5
5bd6f4ac,17.82,10,1565,18570,0.7
5bd6f4ac,15.13,10,1565,19596,0.9
11852cab,14.57,10,2271,6919,0.1
11852cab,16.8,10,2271,16505,0.3
11852cab,18.79,10,2271,14655,0.5
11852cab,17.98,10,2271,14635,0.7
11852cab,15.68,10,2271,14767,0.9
1f876c06,16.18,10,2271,20982,0.1
1f876c06,13.79,10,2271,13644,0.3
1f876c06,17.38,10,2271,24615,0.5
1f876c06,17.82,10,2271,18114,0.7
1f876c06,16.75,10,2271,21032,0.9
56ff96f3,17.32,10,2417,17771,0.1
56ff96f3,16.34,10,2417,14340,0.3
56ff96f3,16.33,10,2417,14127,0.5
56ff96f3,17.62,10,2417,16706,0.7
56ff96f3,16.4,10,2417,16184,0.9
d10ecb37,9.73,10,1023,12031,0.1
d10ecb37,9.8,10,1023,11061,0.3
d10ecb37,11.04,10,1023,10955,0.5
d10ecb37,14.85,10,1023,11393,0.7
d10ecb37,17.39,10,1023,12272,0.9
c9f8e694,15.93,10,2185,10020,0.1
c9f8e694,17.29,10,2185,16130,0.3
c9f8e694,17.31,10,2185,15657,0.5
c9f8e694,14.56,10,2185,17236,0.7
c9f8e694,17.41,10,2185,14783,0.9
4938f0c2,17.62,10,5679,9179,0.1
4938f0c2,18.13,10,5679,12850,0.3
4938f0c2,6.11,10,5679,6962,0.5
4938f0c2,17.81,10,5679,9195,0.7
4938f0c2,17.55,10,5679,14935,0.9
40853293,17.89,10,5257,18949,0.1
40853293,18.16,10,5257,23089,0.3
40853293,17.59,10,5257,16428,0.5
40853293,17.92,10,5257,15387,0.7
40853293,18.19,10,5257,21131,0.9
f8a8fe49,17.34,10,4521,14480,0.1
f8a8fe49,17.5,10,4521,13039,0.3
f8a8fe49,17.97,10,4521,20667,0.5
f8a8fe49,17.88,10,4521,16702,0.7
f8a8fe49,17.84,10,4521,17064,0.9
b2862040,20.12,10,4067,23292,0.1
b2862040,17.38,10,4067,16886,0.3
b2862040,17.34,10,4067,12716,0.5
b2862040,19.05,10,4067,20745,0.7
b2862040,19.7,10,4067,16763,0.9
8e5a5113,11.98,10,1065,14381,0.1
8e5a5113,17.11,10,1065,14738,0.3
8e5a5113,8.95,10,1065,10274,0.5
8e5a5113,9.59,10,1065,13210,0.7
8e5a5113,12.18,10,1065,13158,0.9
74dd1130,9.79,10,701,13306,0.1
74dd1130,17.05,10,701,16253,0.3
74dd1130,11.85,10,701,12706,0.5
74dd1130,8.61,10,701,12692,0.7
74dd1130,17.37,10,701,15144,0.9
9565186b,6.9,10,701,9856,0.1
9565186b,9.32,10,701,9344,0.3
9565186b,10.13,10,701,10401,0.5
9565186b,8.14,10,701,9706,0.7
9565186b,10.09,10,701,10131,0.9
91714a58,17.86,10,5079,18987,0.1
91714a58,17.53,10,5079,9344,0.3
91714a58,5.89,10,5079,7569,0.5
91714a58,18.53,10,5079,23273,0.7
91714a58,17.74,10,5079,18410,0.9
a8d7556c,18.03,10,6303,18463,0.1
a8d7556c,17.84,10,6303,16809,0.3
a8d7556c,12.08,10,6303,13451,0.5
a8d7556c,18.51,10,6303,18970,0.7
a8d7556c,18.77,10,6303,14340,0.9
045e512c,18.61,10,8409,23561,0.1
045e512c,19.14,10,8409,17419,0.3
045e512c,18.9,10,8409,19582,0.5
045e512c,18.33,10,8409,16360,0.7
045e512c,18.77,10,8409,19985,0.9
e9afcf9a,5.44,10,601,6853,0.1
e9afcf9a,5.1,10,601,6267,0.3
e9afcf9a,4.61,10,601,6173,0.5
e9afcf9a,5.91,10,601,6809,0.7
e9afcf9a,5.99,10,601,6553,0.9
00d62c1b,18.67,10,4915,18167,0.1
00d62c1b,17.64,10,4915,15883,0.3
00d62c1b,17.96,10,4915,19009,0.5
00d62c1b,18.43,10,4915,21785,0.7
00d62c1b,18.19,10,4915,17443,0.9
ddf7fa4f,17.24,10,2271,10547,0.1
ddf7fa4f,18.14,10,2271,11270,0.3
ddf7fa4f,18.5,10,2271,17547,0.5
ddf7fa4f,9.6,10,2271,9882,0.7
ddf7fa4f,17.1,10,2271,16056,0.9
4c5c2cf0,7.15,10,3687,8526,0.1
4c5c2cf0,17.47,10,3687,16743,0.3
4c5c2cf0,17.36,10,3687,11206,0.5
4c5c2cf0,18.87,10,3687,16764,0.7
4c5c2cf0,17.5,10,3687,9841,0.9
b91ae062,17.79,10,1768,27075,0.1
b91ae062,17.37,10,1768,20410,0.3
b91ae062,17.72,10,1768,21868,0.5
b91ae062,18.09,10,1768,25613,0.7
b91ae062,17.43,10,1768,19473,0.9
