task_name,processing_time,samples_drawn,input_tokens,output_tokens,temperature
3631a71a,19.28,10,22085,14403,0.1
3631a71a,22.33,10,22085,13146,0.3
3631a71a,16.99,10,22085,14610,0.5
3631a71a,20.28,10,22085,15002,0.7
3631a71a,20.07,10,22085,15448,0.9
67a423a3,16.17,10,1167,18605,0.1
67a423a3,13.42,10,1167,13816,0.3
67a423a3,12.29,10,1167,11900,0.5
67a423a3,14.43,10,1167,15499,0.7
67a423a3,10.13,10,1167,11755,0.9
5582e5ca,5.91,10,633,6131,0.1
5582e5ca,7.01,10,633,7620,0.3
5582e5ca,6.31,10,633,5985,0.5
5582e5ca,17.71,10,633,9690,0.7
5582e5ca,9.43,10,633,7390,0.9
97a05b5b,17.97,10,3909,15901,0.1
97a05b5b,8.13,10,3909,10188,0.3
97a05b5b,18.35,10,3909,11765,0.5
97a05b5b,19.21,10,3909,14655,0.7
97a05b5b,18.01,10,3909,12124,0.9
234bbc79,11.23,10,1160,12110,0.1
234bbc79,14.22,10,1160,17012,0.3
234bbc79,12.71,10,1160,15527,0.5
234bbc79,17.2,10,1160,16227,0.7
234bbc79,14.53,10,1160,13457,0.9
08ed6ac7,18.08,10,1429,18071,0.1
08ed6ac7,10.75,10,1429,9538,0.3
08ed6ac7,18.19,10,1429,17705,0.5
08ed6ac7,11.82,10,1429,9431,0.7
08ed6ac7,9.41,10,1429,8532,0.9
bbc9ae5d,8.56,10,1015,10682,0.1
bbc9ae5d,8.51,10,1015,11272,0.3
bbc9ae5d,9.61,10,1015,12129,0.5
bbc9ae5d,7.7,10,1015,9958,0.7
bbc9ae5d,10.25,10,1015,9593,0.9
f5b8619d,10.66,10,1206,12517,0.1
f5b8619d,12.91,10,1206,11380,0.3
f5b8619d,13.41,10,1206,13027,0.5
f5b8619d,11.26,10,1206,13999,0.7
f5b8619d,14.55,10,1206,12737,0.9
6b9890af,19.49,10,5001,12769,0.1
6b9890af,18.26,10,5001,11569,0.3
6b9890af,18.49,10,5001,13656,0.5
6b9890af,18.86,10,5001,14460,0.7
6b9890af,7.77,10,5001,9409,0.9
98cf29f8,18.33,10,5013,10150,0.1
98cf29f8,18.44,10,5013,14519,0.3
98cf29f8,18.53,10,5013,19036,0.5
98cf29f8,8.19,10,5013,8509,0.7
98cf29f8,20.17,10,5013,11191,0.9
06df4c85,18.81,10,9219,17331,0.1
06df4c85,23.18,10,9219,14518,0.3
06df4c85,20.4,10,9219,18635,0.5
06df4c85,18.73,10,9219,15358,0.7
06df4c85,19.15,10,9219,15922,0.9
b6afb2da,18.29,10,1657,18616,0.1
b6afb2da,13.67,10,1657,16170,0.3
b6afb2da,12.9,10,1657,17265,0.5
b6afb2da,12.7,10,1657,17442,0.7
b6afb2da,13.2,10,1657,17193,0.9
7df24a62,19.1,10,13181,13348,0.1
7df24a62,19.25,10,13181,14761,0.3
7df24a62,21.01,10,13181,25108,0.5
7df24a62,20.87,10,13181,20974,0.7
7df24a62,22.12,10,13181,16074,0.9
e8593010,18.27,10,2271,18941,0.1
e8593010,18.44,10,2271,26312,0.3
e8593010,18.95,10,2271,26621,0.5
e8593010,18.97,10,2271,28004,0.7
e8593010,19.62,10,2271,27649,0.9
746b3537,9.3,10,745,8947,0.1
746b3537,9.08,10,745,10387,0.3
746b3537,9.43,10,745,9327,0.5
746b3537,7.94,10,745,7950,0.7
746b3537,10.11,10,745,10696,0.9
025d127b,10.98,10,1645,10120,0.1
025d127b,13.92,10,1645,12556,0.3
025d127b,12.78,10,1645,12316,0.5
025d127b,9.55,10,1645,7081,0.7
025d127b,13.41,10,1645,15394,0.9
54d82841,9.99,10,1215,11357,0.1
54d82841,15.0,10,1215,13955,0.3
54d82841,9.51,10,1215,8663,0.5
54d82841,10.85,10,1215,12226,0.7
54d82841,8.91,10,1215,10946,0.9
f76d97a5,19.02,10,825,15682,0.1
f76d97a5,15.87,10,825,15061,0.3
f76d97a5,17.94,10,825,15544,0.5
f76d97a5,10.64,10,825,11675,0.7
f76d97a5,11.07,10,825,9943,0.9
890034e9,14.14,10,8409,11006,0.1
890034e9,12.09,10,8409,9657,0.3
890034e9,8.3,10,8409,8763,0.5
890034e9,19.35,10,8409,15750,0.7
890034e9,19.36,10,8409,16185,0.9
3bd67248,5.58,10,2169,7728,0.1
3bd67248,15.24,10,2169,14707,0.3
3bd67248,14.04,10,2169,16877,0.5
3bd67248,13.42,10,2169,12140,0.7
3bd67248,16.69,10,2169,17754,0.9
f35d900a,20.34,10,6353,29158,0.1
f35d900a,19.0,10,6353,22846,0.3
f35d900a,19.26,10,6353,16532,0.5
f35d900a,20.17,10,6353,18035,0.7
f35d900a,18.74,10,6353,15804,0.9
9dfd6313,9.76,10,771,13068,0.1
9dfd6313,12.49,10,771,13961,0.3
9dfd6313,9.43,10,771,12056,0.5
9dfd6313,11.05,10,771,12352,0.7
9dfd6313,7.96,10,771,10060,0.9
25ff71a9,8.03,10,701,8163,0.1
25ff71a9,6.96,10,701,9431,0.3
25ff71a9,7.79,10,701,8992,0.5
25ff71a9,7.89,10,701,8551,0.7
25ff71a9,6.45,10,701,8075,0.9
ae3edfdc,19.56,10,4521,19015,0.1
ae3edfdc,19.35,10,4521,26440,0.3
ae3edfdc,18.75,10,4521,23160,0.5
ae3edfdc,18.84,10,4521,13519,0.7
ae3edfdc,27.44,10,4521,18456,0.9
d4a91cb9,17.46,10,2511,13638,0.1
d4a91cb9,18.44,10,2511,21639,0.3
d4a91cb9,18.04,10,2511,17111,0.5
d4a91cb9,18.0,10,2511,18471,0.7
d4a91cb9,18.13,10,2511,17780,0.9
9f236235,18.27,10,3123,11375,0.1
9f236235,19.86,10,3123,15540,0.3
9f236235,18.03,10,3123,16058,0.5
9f236235,18.33,10,3123,13315,0.7
9f236235,18.43,10,3123,22205,0.9
4be741c5,9.47,10,1659,11363,0.1
4be741c5,9.01,10,1659,7358,0.3
4be741c5,12.19,10,1659,13497,0.5
4be741c5,9.62,10,1659,7043,0.7
4be741c5,10.14,10,1659,7313,0.9
6aa20dc0,17.24,10,8043,12723,0.1
6aa20dc0,12.39,10,8043,11354,0.3
6aa20dc0,18.54,10,8043,14637,0.5
6aa20dc0,19.36,10,8043,17592,0.7
6aa20dc0,19.06,10,8043,13246,0.9
29c11459,9.09,10,1117,11870,0.1
29c11459,8.81,10,1117,12460,0.3
29c11459,12.4,10,1117,13008,0.5
29c11459,9.01,10,1117,8615,0.7
29c11459,8.6,10,1117,10891,0.9
4612dd53,18.47,10,3045,20489,0.1
4612dd53,18.47,10,3045,17338,0.3
4612dd53,17.95,10,3045,14862,0.5
4612dd53,19.8,10,3045,17796,0.7
4612dd53,18.03,10,3045,18153,0.9
995c5fa3,20.27,10,1265,21492,0.1
995c5fa3,12.8,10,1265,13663,0.3
995c5fa3,17.51,10,1265,18684,0.5
995c5fa3,19.35,10,1265,18683,0.7
995c5fa3,17.82,10,1265,18753,0.9
484b58aa,19.84,10,15609,14962,0.1
484b58aa,19.36,10,15609,10608,0.3
484b58aa,16.49,10,15609,12494,0.5
484b58aa,23.51,10,15609,13856,0.7
484b58aa,19.19,10,15609,11667,0.9
6d0aefbc,11.0,10,809,10682,0.1
6d0aefbc,8.4,10,809,10445,0.3
6d0aefbc,12.49,10,809,13276,0.5
6d0aefbc,9.72,10,809,10652,0.7
6d0aefbc,11.27,10,809,12764,0.9
6e19193c,10.7,10,1657,8758,0.1
6e19193c,12.08,10,1657,10854,0.3
6e19193c,11.94,10,1657,12953,0.5
6e19193c,12.33,10,1657,14080,0.7
6e19193c,17.54,10,1657,17330,0.9
ce4f8723,10.59,10,1109,10414,0.1
ce4f8723,14.14,10,1109,16392,0.3
ce4f8723,11.98,10,1109,15348,0.5
ce4f8723,13.71,10,1109,14502,0.7
ce4f8723,11.68,10,1109,13577,0.9
928ad970,18.05,10,3837,14896,0.1
928ad970,18.12,10,3837,19045,0.3
928ad970,18.38,10,3837,15043,0.5
928ad970,18.52,10,3837,16921,0.7
928ad970,21.67,10,3837,16953,0.9
af902bf9,15.54,10,2271,11320,0.1
af902bf9,17.99,10,2271,16173,0.3
af902bf9,18.26,10,2271,13263,0.5
af902bf9,16.38,10,2271,15887,0.7
af902bf9,20.38,10,2271,12860,0.9
77fdfe62,17.86,10,1071,19600,0.1
77fdfe62,14.13,10,1071,15945,0.3
77fdfe62,13.62,10,1071,12267,0.5
77fdfe62,18.12,10,1071,16007,0.7
77fdfe62,10.65,10,1071,12206,0.9
eb5a1d5d,9.19,10,5619,10603,0.1
eb5a1d5d,7.37,10,5619,9224,0.3
eb5a1d5d,8.19,10,5619,9506,0.5
eb5a1d5d,7.07,10,5619,8690,0.7
eb5a1d5d,20.89,10,5619,11780,0.9
cbded52d,18.21,10,1623,14910,0.1
cbded52d,12.5,10,1623,18021,0.3
cbded52d,12.59,10,1623,11294,0.5
cbded52d,12.7,10,1623,10480,0.7
cbded52d,18.54,10,1623,15593,0.9
57aa92db,18.99,10,6821,19763,0.1
57aa92db,18.53,10,6821,17580,0.3
57aa92db,18.65,10,6821,13018,0.5
57aa92db,18.94,10,6821,14038,0.7
57aa92db,18.53,10,6821,12482,0.9
6ecd11f4,18.3,10,5751,15199,0.1
6ecd11f4,18.61,10,5751,18079,0.3
6ecd11f4,18.83,10,5751,13253,0.5
6ecd11f4,18.74,10,5751,15945,0.7
6ecd11f4,19.46,10,5751,16073,0.9
49d1d64f,8.97,10,711,12831,0.1
49d1d64f,9.32,10,711,11611,0.3
49d1d64f,7.99,10,711,11528,0.5
49d1d64f,9.21,10,711,11652,0.7
49d1d64f,17.74,10,711,11876,0.9
c8cbb738,13.55,10,1788,10856,0.1
c8cbb738,14.71,10,1788,12771,0.3
c8cbb738,18.19,10,1788,16335,0.5
c8cbb738,17.89,10,1788,15472,0.7
c8cbb738,11.67,10,1788,11093,0.9
834ec97d,8.52,10,1161,10880,0.1
834ec97d,13.81,10,1161,14275,0.3
834ec97d,14.45,10,1161,15091,0.5
834ec97d,16.79,10,1161,15179,0.7
834ec97d,14.54,10,1161,14044,0.9
1190e5a7,6.39,10,3828,8143,0.1
1190e5a7,26.93,10,3828,10763,0.3
1190e5a7,17.92,10,3828,10188,0.5
1190e5a7,18.43,10,3828,10272,0.7
1190e5a7,20.48,10,3828,13136,0.9
aabf363d,8.39,10,1045,7832,0.1
aabf363d,9.94,10,1045,9456,0.3
aabf363d,9.83,10,1045,7326,0.5
aabf363d,11.06,10,1045,10859,0.7
aabf363d,12.27,10,1045,9334,0.9
4347f46a,18.33,10,3327,18246,0.1
4347f46a,18.42,10,3327,14801,0.3
4347f46a,18.84,10,3327,14979,0.5
4347f46a,19.05,10,3327,21200,0.7
4347f46a,18.32,10,3327,16725,0.9
83302e8f,19.0,10,11139,11873,0.1
83302e8f,12.24,10,11139,10767,0.3
83302e8f,19.02,10,11139,11247,0.5
83302e8f,13.23,10,11139,12800,0.7
83302e8f,18.85,10,11139,14433,0.9
6773b310,18.88,10,2045,23287,0.1
6773b310,18.21,10,2045,22818,0.3
6773b310,18.05,10,2045,20529,0.5
6773b310,16.71,10,2045,17438,0.7
6773b310,18.72,10,2045,17953,0.9
44d8ac46,10.63,10,3941,8856,0.1
44d8ac46,20.44,10,3941,12657,0.3
44d8ac46,20.28,10,3941,14200,0.5
44d8ac46,19.15,10,3941,21599,0.7
44d8ac46,18.22,10,3941,12779,0.9
67385a82,11.45,10,959,13898,0.1
67385a82,11.69,10,959,13533,0.3
67385a82,13.81,10,959,13363,0.5
67385a82,9.22,10,959,11721,0.7
67385a82,11.06,10,959,12617,0.9
a416b8f3,7.12,10,804,7174,0.1
a416b8f3,9.11,10,804,6799,0.3
a416b8f3,6.86,10,804,6874,0.5
a416b8f3,7.78,10,804,5528,0.7
a416b8f3,5.33,10,804,6232,0.9
1b2d62fb,11.88,10,1249,14932,0.1
1b2d62fb,15.8,10,1249,18165,0.3
1b2d62fb,18.5,10,1249,17268,0.5
1b2d62fb,18.33,10,1249,16171,0.7
1b2d62fb,14.54,10,1249,16893,0.9
d511f180,10.95,10,729,13992,0.1
d511f180,8.7,10,729,11792,0.3
d511f180,8.6,10,729,11381,0.5
d511f180,9.01,10,729,11003,0.7
d511f180,8.29,10,729,10406,0.9
09629e4f,18.85,10,3389,21800,0.1
09629e4f,18.58,10,3389,22247,0.3
09629e4f,18.84,10,3389,21305,0.5
09629e4f,18.33,10,3389,17839,0.7
09629e4f,19.97,10,3389,26294,0.9
539a4f51,12.95,10,1596,13151,0.1
539a4f51,18.43,10,1596,17321,0.3
539a4f51,14.13,10,1596,16059,0.5
539a4f51,18.02,10,1596,12830,0.7
539a4f51,18.54,10,1596,22383,0.9
810b9b61,19.23,10,3657,30000,0.1
810b9b61,19.03,10,3657,27847,0.3
810b9b61,17.92,10,3657,14180,0.5
810b9b61,19.97,10,3657,18603,0.7
810b9b61,20.8,10,3657,23654,0.9
264363fd,20.01,10,16671,16764,0.1
264363fd,14.94,10,16671,9483,0.3
264363fd,21.1,10,16671,14573,0.5
264363fd,20.28,10,16671,13528,0.7
264363fd,20.48,10,16671,14907,0.9
dc0a314f,23.36,10,3000,13082,0.1
dc0a314f,18.33,10,3000,16876,0.3
dc0a314f,18.23,10,3000,21931,0.5
dc0a314f,18.12,10,3000,16629,0.7
dc0a314f,18.33,10,3000,19222,0.9
7b7f7511,12.57,10,750,8018,0.1
7b7f7511,5.28,10,750,5674,0.3
7b7f7511,5.36,10,750,5557,0.5
7b7f7511,6.76,10,750,7856,0.7
7b7f7511,3.92,10,750,5143,0.9
d9fac9be,11.2,10,1514,13164,0.1
d9fac9be,8.18,10,1514,8734,0.3
d9fac9be,10.97,10,1514,10626,0.5
d9fac9be,10.34,10,1514,10138,0.7
d9fac9be,11.88,10,1514,13689,0.9
d90796e8,13.16,10,1071,15248,0.1
d90796e8,15.36,10,1071,10999,0.3
d90796e8,16.89,10,1071,13022,0.5
d90796e8,14.24,10,1071,12516,0.7
d90796e8,13.93,10,1071,12471,0.9
941d9a10,6.66,10,2271,7999,0.1
941d9a10,17.77,10,2271,16533,0.3
941d9a10,15.72,10,2271,14017,0.5
941d9a10,18.54,10,2271,17146,0.7
941d9a10,16.79,10,2271,20694,0.9
a79310a0,6.13,10,825,7538,0.1
a79310a0,10.24,10,825,8810,0.3
a79310a0,10.85,10,825,9788,0.5
a79310a0,10.65,10,825,10680,0.7
a79310a0,8.5,10,825,8733,0.9
ce9e57f2,15.7,10,1767,18792,0.1
ce9e57f2,16.28,10,1767,17828,0.3
ce9e57f2,24.89,10,1767,17452,0.5
ce9e57f2,17.92,10,1767,15984,0.7
ce9e57f2,17.41,10,1767,14544,0.9
b8825c91,18.27,10,6629,14329,0.1
b8825c91,19.31,10,6629,21145,0.3
b8825c91,19.55,10,6629,26122,0.5
b8825c91,18.76,10,6629,11179,0.7
b8825c91,18.63,10,6629,20921,0.9
eb281b96,11.39,10,1936,11877,0.1
eb281b96,12.49,10,1936,7300,0.3
eb281b96,19.97,10,1936,13284,0.5
eb281b96,20.58,10,1936,12731,0.7
eb281b96,11.98,10,1936,12541,0.9
d6ad076f,16.17,10,2271,18555,0.1
d6ad076f,15.62,10,2271,22429,0.3
d6ad076f,15.16,10,2271,11274,0.5
d6ad076f,18.95,10,2271,18271,0.7
d6ad076f,16.27,10,2271,8774,0.9
a3df8b1e,10.78,10,1011,11017,0.1
a3df8b1e,9.21,10,1011,8936,0.3
a3df8b1e,11.58,10,1011,9755,0.5
a3df8b1e,8.59,10,1011,9466,0.7
a3df8b1e,11.78,10,1011,10390,0.9
b0c4d837,20.29,10,1749,17780,0.1
b0c4d837,18.04,10,1749,19858,0.3
b0c4d837,15.57,10,1749,17452,0.5
b0c4d837,16.69,10,1749,21844,0.7
b0c4d837,17.81,10,1749,19667,0.9
c59eb873,9.03,10,906,11361,0.1
c59eb873,9.22,10,906,10463,0.3
c59eb873,11.92,10,906,10524,0.5
c59eb873,11.53,10,906,10615,0.7
c59eb873,12.89,10,906,12030,0.9
a2fd1cf0,18.29,10,3789,19373,0.1
a2fd1cf0,18.59,10,3789,19106,0.3
a2fd1cf0,18.01,10,3789,18720,0.5
a2fd1cf0,18.23,10,3789,11367,0.7
a2fd1cf0,18.33,10,3789,14911,0.9
4c4377d9,18.16,10,917,15994,0.1
4c4377d9,11.96,10,917,12803,0.3
4c4377d9,11.19,10,917,13032,0.5
4c4377d9,12.9,10,917,13930,0.7
4c4377d9,13.01,10,917,13656,0.9
447fd412,17.84,10,3495,10914,0.1
447fd412,17.61,10,3495,10573,0.3
447fd412,18.34,10,3495,16492,0.5
447fd412,18.84,10,3495,21833,0.7
447fd412,18.22,10,3495,19363,0.9
a699fb00,18.93,10,1821,21242,0.1
a699fb00,17.82,10,1821,17135,0.3
a699fb00,11.9,10,1821,9828,0.5
a699fb00,26.19,10,1821,17555,0.7
a699fb00,18.02,10,1821,19978,0.9
3345333e,18.18,10,3529,17028,0.1
3345333e,25.19,10,3529,24843,0.3
3345333e,18.02,10,3529,19873,0.5
3345333e,18.75,10,3529,25841,0.7
3345333e,19.04,10,3529,25578,0.9
0ca9ddb6,18.01,10,1929,15111,0.1
0ca9ddb6,18.54,10,1929,19149,0.3
0ca9ddb6,15.66,10,1929,18137,0.5
0ca9ddb6,18.54,10,1929,20766,0.7
0ca9ddb6,18.66,10,1929,22303,0.9
9aec4887,17.96,10,2829,15592,0.1
9aec4887,18.12,10,2829,18127,0.3
9aec4887,19.05,10,2829,20161,0.5
9aec4887,19.66,10,2829,23504,0.7
9aec4887,18.33,10,2829,20217,0.9
7447852a,10.9,10,1245,10815,0.1
7447852a,10.34,10,1245,11426,0.3
7447852a,14.03,10,1245,12699,0.5
7447852a,14.64,10,1245,15020,0.7
7447852a,14.55,10,1245,14093,0.9
53b68214,17.88,10,1941,13588,0.1
53b68214,12.7,10,1941,9430,0.3
53b68214,5.43,10,1941,6563,0.5
53b68214,13.11,10,1941,10752,0.7
53b68214,11.98,10,1941,8271,0.9
28e73c20,18.25,10,4063,12725,0.1
28e73c20,18.37,10,4063,18935,0.3
28e73c20,18.69,10,4063,20234,0.5
28e73c20,19.15,10,4063,15798,0.7
28e73c20,17.99,10,4063,11339,0.9
db93a21d,19.63,10,7235,18786,0.1
db93a21d,19.15,10,7235,13382,0.3
db93a21d,18.96,10,7235,13253,0.5
db93a21d,19.65,10,7235,14761,0.7
db93a21d,19.36,10,7235,20544,0.9
3906de3d,15.7,10,2271,15334,0.1
3906de3d,15.89,10,2271,12533,0.3
3906de3d,19.23,10,2271,18300,0.5
3906de3d,18.74,10,2271,23374,0.7
3906de3d,18.33,10,2271,19815,0.9
5521c0d9,18.74,10,4521,12333,0.1
5521c0d9,18.02,10,4521,14789,0.3
5521c0d9,18.84,10,4521,20634,0.5
5521c0d9,18.74,10,4521,18168,0.7
5521c0d9,18.64,10,4521,20259,0.9
c8f0f002,8.45,10,741,11404,0.1
c8f0f002,7.22,10,741,8752,0.3
c8f0f002,7.68,10,741,9559,0.5
c8f0f002,7.78,10,741,9849,0.7
c8f0f002,8.6,10,741,9980,0.9
508bd3b6,11.36,10,3063,9053,0.1
508bd3b6,17.92,10,3063,10617,0.3
508bd3b6,18.33,10,3063,12343,0.5
508bd3b6,18.34,10,3063,12262,0.7
508bd3b6,18.01,10,3063,11716,0.9
1e0a9b12,8.86,10,933,12123,0.1
1e0a9b12,12.16,10,933,16062,0.3
1e0a9b12,10.37,10,933,13033,0.5
1e0a9b12,18.74,10,933,14660,0.7
1e0a9b12,16.9,10,933,13891,0.9
54d9e175,11.37,10,1541,10822,0.1
54d9e175,16.79,10,1541,12014,0.3
54d9e175,12.79,10,1541,13969,0.5
54d9e175,16.38,10,1541,15923,0.7
54d9e175,17.51,10,1541,14059,0.9
f15e1fac,18.15,10,3399,12607,0.1
f15e1fac,17.63,10,3399,14654,0.3
f15e1fac,18.31,10,3399,14680,0.5
f15e1fac,19.09,10,3399,16704,0.7
f15e1fac,17.98,10,3399,12120,0.9
3eda0437,21.32,10,2225,21670,0.1
3eda0437,25.62,10,2225,23514,0.3
3eda0437,18.0,10,2225,18876,0.5
3eda0437,17.92,10,2225,12190,0.7
3eda0437,18.54,10,2225,19556,0.9
