task_name,processing_time,samples_drawn,input_tokens,output_tokens,temperature
36d67576,19.81,10,3513,28196,0.5
36d67576,23.31,10,3513,22263,0.7
36d67576,23.13,10,3513,24315,0.9
68b16354,9.76,10,1065,13141,0.1
68b16354,11.67,10,1065,13727,0.3
68b16354,10.75,10,1065,13582,0.5
68b16354,18.45,10,1065,12145,0.7
68b16354,11.69,10,1065,12679,0.9
bb43febb,7.7,10,1657,7250,0.1
bb43febb,13.53,10,1657,14558,0.3
bb43febb,10.96,10,1657,11185,0.5
bb43febb,13.3,10,1657,10032,0.7
bb43febb,19.16,10,1657,14863,0.9
6150a2bd,6.88,10,565,7557,0.1
6150a2bd,18.83,10,565,9429,0.3
6150a2bd,11.78,10,565,9069,0.5
6150a2bd,16.8,10,565,10541,0.7
6150a2bd,7.47,10,565,7039,0.9
d037b0a7,5.72,10,633,8554,0.1
d037b0a7,8.68,10,633,10491,0.3
d037b0a7,9.04,10,633,10150,0.5
d037b0a7,9.33,10,633,9234,0.7
d037b0a7,9.16,10,633,9247,0.9
e179c5f4,7.95,10,1011,6883,0.1
e179c5f4,8.32,10,1011,10921,0.3
e179c5f4,11.12,10,1011,10102,0.5
e179c5f4,11.21,10,1011,9552,0.7
e179c5f4,7.48,10,1011,8631,0.9
1bfc4729,14.47,10,1657,14189,0.1
1bfc4729,14.15,10,1657,12638,0.3
1bfc4729,17.28,10,1657,12922,0.5
1bfc4729,12.7,10,1657,13105,0.7
1bfc4729,12.69,10,1657,15930,0.9
a61ba2ce,18.1,10,1567,25792,0.1
a61ba2ce,20.17,10,1567,17592,0.3
a61ba2ce,18.43,10,1567,16748,0.5
a61ba2ce,17.81,10,1567,13657,0.7
a61ba2ce,15.74,10,1567,15209,0.9
ac0a08a4,18.63,10,1578,12848,0.1
ac0a08a4,20.62,10,1578,14594,0.3
ac0a08a4,22.52,10,1578,11166,0.5
ac0a08a4,18.33,10,1578,17257,0.7
ac0a08a4,22.43,10,1578,15952,0.9
f1cefba8,24.21,10,5211,12070,0.1
f1cefba8,17.82,10,5211,11952,0.3
f1cefba8,18.02,10,5211,16122,0.5
f1cefba8,18.94,10,5211,11077,0.7
f1cefba8,7.78,10,5211,9293,0.9
e9614598,11.21,10,1657,9495,0.1
e9614598,9.44,10,1657,8516,0.3
e9614598,11.06,10,1657,10738,0.5
e9614598,25.7,10,1657,14973,0.7
e9614598,17.3,10,1657,13857,0.9
d687bc17,18.17,10,3159,21057,0.1
d687bc17,18.23,10,3159,17572,0.3
d687bc17,21.91,10,3159,11778,0.5
d687bc17,18.22,10,3159,15934,0.7
d687bc17,22.53,10,3159,19820,0.9
b94a9452,18.99,10,1953,17259,0.1
b94a9452,8.19,10,1953,10890,0.3
b94a9452,17.71,10,1953,16700,0.5
b94a9452,15.98,10,1953,16576,0.7
b94a9452,16.7,10,1953,18135,0.9
6430c8c4,10.74,10,1109,13182,0.1
6430c8c4,15.36,10,1109,20738,0.3
6430c8c4,19.25,10,1109,17724,0.5
6430c8c4,15.15,10,1109,13797,0.7
6430c8c4,12.5,10,1109,15680,0.9
46442a0e,14.87,10,801,13407,0.1
46442a0e,17.79,10,801,13907,0.3
46442a0e,14.76,10,801,11330,0.5
46442a0e,8.91,10,801,11197,0.7
46442a0e,12.8,10,801,11705,0.9
913fb3ed,18.75,10,3317,27664,0.1
913fb3ed,19.95,10,3317,22587,0.3
913fb3ed,19.77,10,3317,17934,0.5
913fb3ed,18.52,10,3317,18566,0.7
913fb3ed,19.37,10,3317,25157,0.9
9d9215db,19.12,10,6969,19985,0.1
9d9215db,21.56,10,6969,18410,0.3
9d9215db,18.77,10,6969,16947,0.5
9d9215db,18.94,10,6969,15830,0.7
9d9215db,18.43,10,6969,16373,0.9
444801d8,6.35,10,2271,7558,0.1
444801d8,18.22,10,2271,24055,0.3
444801d8,18.72,10,2271,15788,0.5
444801d8,16.94,10,2271,18572,0.7
444801d8,17.89,10,2271,16850,0.9
f8c80d96,14.7,10,2271,14169,0.1
f8c80d96,17.83,10,2271,19072,0.3
f8c80d96,18.18,10,2271,20683,0.5
f8c80d96,18.47,10,2271,21712,0.7
f8c80d96,16.17,10,2271,17840,0.9
fcc82909,15.31,10,2271,14816,0.1
fcc82909,15.16,10,2271,17539,0.3
fcc82909,19.66,10,2271,17260,0.5
fcc82909,18.54,10,2271,21906,0.7
fcc82909,18.53,10,2271,19211,0.9
